"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"California","3274","Lime and Gypsum Product Manufacturing","2022","15","20","785,303","91,626","21,494","1,069","66,355","15,160","833","2,224","25,271","6,334","236","23,915","9,627","2,800","2,734","8,754","434,288","341,541","D","D","39,690","D","141,072","0","0","354,202","47,394","D","D","23,505","64,582","22,739","4,337","37,506","804,078","D","D","D","D","D","D","D","D","D","D","D","818,176","D","D","24,601","7,017","D","D","54,493","5,148","D","29","D","257","8,364","5,935","122","2,875","D","19,676","Less than 10%","Less than 10%","Less than 10%"
"California","32742","Gypsum Product Manufacturing","2022","D","D","D","D","D","1,000 to 2,499 employees","D","D","D","D","D","D","D","D","D","2,800","D","D","D","D","D","D","D","D","D","0","0","D","D","D","D","D","D","D","4,337","D","D","D","579,409","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","5,148","D","29","D","D","D","5,935","122","D","D","D","D","D","D"
"California","327420","Gypsum Product Manufacturing","2022","D","D","D","D","D","1,000 to 2,499 employees","D","D","D","D","D","D","D","D","D","2,800","D","D","D","D","D","D","D","D","D","0","0","D","D","D","D","D","D","D","4,337","D","D","D","579,409","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","5,148","D","29","D","D","D","5,935","122","D","D","D","D","D","D"
"California","3279","Other Nonmetallic Mineral Product Manufacturing","2022","213","234","2,363,390","391,053","102,096","6,139","246,142","65,606","4,387","8,373","144,911","36,490","1,752","104,726","36,012","4,142","13,080","51,492","1,058,970","868,544","40,638","45,121","22,288","82,379","603,860","0","0","1,317,842","225,126","123,766","16,684","84,676","237,879","133,939","19,933","84,007","1,226,193","302,927","923,266","35,300","2,654","32,646","3,725","452","28,469","28,904","1,064","27,840","1,232,589","304,517","928,072","67,007","36,354","21,396","14,958","279,949","12,601","2,688","1,360","1,024","4,930","38,831","20,190","3,028","13,213","11,891","170,193","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"California","32791","Abrasive Product Manufacturing","2022","23","23","45,185","9,042","2,193","158","5,214","1,281","101","177","3,828","912","57","2,228","745","D","D","1,280","12,298","11,324","287","339","156","192","1,129","0","0","33,091","6,771","1,890","651","4,230","7,662","2,001","744","4,917","20,647","5,673","14,974","D","D","445","87","14","344","D","0","D","20,892","5,729","15,163","1,594","1,296","870","426","5,379","93","D","41","D","132","338","141","81","243","132","3,326","20% to less than 30%","Less than 10%","50% to less than 60%"
"California","327910","Abrasive Product Manufacturing","2022","23","23","45,185","9,042","2,193","158","5,214","1,281","101","177","3,828","912","57","2,228","745","D","D","1,280","12,298","11,324","287","339","156","192","1,129","0","0","33,091","6,771","1,890","651","4,230","7,662","2,001","744","4,917","20,647","5,673","14,974","D","D","445","87","14","344","D","0","D","20,892","5,729","15,163","1,594","1,296","870","426","5,379","93","D","41","D","132","338","141","81","243","132","3,326","20% to less than 30%","Less than 10%","50% to less than 60%"
"California","32799","All Other Nonmetallic Mineral Product Manufacturing","2022","190","211","2,318,205","382,011","99,903","5,981","240,928","64,325","4,286","8,196","141,083","35,578","1,695","102,498","35,267","D","D","50,212","1,046,672","857,220","40,351","44,782","22,132","82,187","602,731","0","0","1,284,751","218,355","121,876","16,033","80,446","230,217","131,938","19,189","79,090","1,205,546","297,254","908,292","D","D","32,201","3,638","438","28,125","D","1,064","D","1,211,697","298,788","912,909","65,413","35,058","20,526","14,532","274,570","12,508","D","1,319","D","4,798","38,493","20,049","2,947","12,970","11,759","166,867","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"California","327991","Cut Stone and Stone Product Manufacturing","2022","128","134","468,873","117,442","29,018","2,420","75,178","18,860","1,712","3,181","42,264","10,158","708","25,311","7,821","D","D","15,626","253,798","234,072","D","7,622","D","4,076","23,974","0","0","221,402","58,937","32,219","4,752","21,966","70,705","35,603","7,695","27,407","138,498","63,349","75,149","D","D","3,951","D","D","2,162","D","D","D","141,722","64,293","77,429","12,367","7,706","6,447","1,259","31,754","3,344","492","87","267","845","5,253","869","424","1,782","2,674","15,717","20% to less than 30%","Less than 10%","10% to less than 20%"
"California","327992","Ground or Treated Mineral and Earth Manufacturing","2022","19","21","309,877","47,028","13,819","610","33,710","10,605","474","812","13,318","3,214","136","14,608","5,022","2,435","1,503","5,648","154,535","127,401","D","9,096","D","6,844","38,329","0","0","158,680","34,808","17,078","3,912","13,818","42,066","19,999","4,329","17,738","192,387","36,638","155,749","D","D","6,209","D","D","4,752","D","0","D","198,649","37,179","161,470","13,859","5,304","812","4,492","22,701","596","651","254","258","2,058","4,066","5,444","196","1,463","1,839","5,876","50% to less than 60%","60% to less than 70%","50% to less than 60%"
"California","327993","Mineral Wool Manufacturing","2022","20","23","804,903","134,976","31,887","1,694","96,291","23,062","1,375","2,763","38,685","8,825","319","45,148","17,230","D","D","20,550","290,594","207,832","8,801","D","D","66,110","508,611","0","0","509,684","65,466","31,231","6,676","27,559","61,523","26,792","6,490","28,241","714,901","160,878","554,023","19,081","952","18,129","195","61","17,873","24,320","663","23,657","709,662","161,167","548,495","29,260","8,054","6,447","1,607","127,891","4,944","D","385","D","893","17,514","11,466","129","3,877","4,196","83,898","10% to less than 20%","Less than 10%","40% to less than 50%"
"California","327999","All Other Miscellaneous Nonmetallic Mineral Product Manufacturing","2022","26","33","734,552","82,565","25,179","1,257","35,749","11,798","725","1,440","46,816","13,381","532","17,431","5,194","D","D","8,388","347,745","287,915","23,211","D","D","5,157","31,817","0","0","394,985","59,144","41,348","693","17,103","55,923","49,544","675","5,704","159,760","36,389","123,371","4,063","151","3,912","488","86","3,338","2,159","D","D","161,664","36,149","125,515","9,927","13,994","6,820","7,174","92,224","3,624","420","593","183","1,002","11,660","2,270","2,198","5,848","3,050","61,376","20% to less than 30%","Less than 10%","10% to less than 20%"
"California","331","Primary Metal Manufacturing","2022","216","225","9,158,634","910,375","222,140","11,919","639,324","154,564","9,440","19,617","271,051","67,576","2,479","292,639","118,894","5,297","52,941","115,507","5,336,842","4,812,279","227,526","95,206","58,884","142,947","1,059,791","D","0","3,798,105","1,607,884","492,585","300,091","815,208","1,501,663","503,141","265,848","732,674","3,429,109","675,859","2,753,250","138,087","20,208","117,879","3,151","2,365","112,363","156,193","27,918","128,275","3,411,003","668,149","2,742,854","256,403","48,085","30,065","18,020","464,568","25,490","5,086","2,440","3,807","6,088","75,967","32,250","3,031","44,006","36,573","229,830","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"California","3312","Steel product manufacturing from purchased steel","2022","37","37","4,554,358","330,490","81,979","3,538","222,571","54,719","2,730","5,862","107,919","27,260","808","133,481","54,582","804","37,971","40,124","2,495,550","2,299,133","87,942","11,230","22,460","74,785","604,991","0","0","2,048,934","1,017,045","279,167","162,229","575,649","881,770","310,691","120,831","450,248","1,774,423","300,943","1,473,480","D","D","54,383","846","789","52,748","D","D","D","1,802,109","301,143","1,500,966","158,057","13,066","7,751","5,315","151,016","9,807","2,581","640","1,961","1,625","24,008","13,370","987","9,385","19,824","66,828","Less than 10%","20% to less than 30%","10% to less than 20%"
"California","33121","Iron and Steel Pipe and Tube Manufacturing from Purchased Steel","2022","10","10","1,264,866","120,915","30,776","1,120","65,804","16,375","854","1,936","55,111","14,401","266","34,849","12,793","D","D","15,069","851,051","812,799","D","D","D","D","129,089","0","0","392,894","288,492","122,884","23,603","142,005","245,969","109,359","16,207","120,403","438,822","112,820","326,002","D","D","12,112","D","D","11,117","D","124","D","449,521","115,037","334,484","42,863","5,783","D","D","49,990","2,156","555","274","342","630","8,966","1,726","702","3,039","6,217","25,383","10% to less than 20%","40% to less than 50%","20% to less than 30%"
"California","331210","Iron and Steel Pipe and Tube Manufacturing from Purchased Steel","2022","10","10","1,264,866","120,915","30,776","1,120","65,804","16,375","854","1,936","55,111","14,401","266","34,849","12,793","D","D","15,069","851,051","812,799","D","D","D","D","129,089","0","0","392,894","288,492","122,884","23,603","142,005","245,969","109,359","16,207","120,403","438,822","112,820","326,002","D","D","12,112","D","D","11,117","D","124","D","449,521","115,037","334,484","42,863","5,783","D","D","49,990","2,156","555","274","342","630","8,966","1,726","702","3,039","6,217","25,383","10% to less than 20%","40% to less than 50%","20% to less than 30%"
"California","33122","Rolling and Drawing of Purchased Steel","2022","27","27","3,289,492","209,575","51,203","2,418","156,767","38,344","1,876","3,926","52,808","12,859","542","98,632","41,789","D","D","25,055","1,644,499","1,486,334","D","D","D","D","475,902","0","0","1,656,040","728,553","156,283","138,626","433,644","635,801","201,332","104,624","329,845","1,335,601","188,123","1,147,478","D","D","42,271","D","D","41,631","D","D","D","1,352,588","186,106","1,166,482","115,194","7,283","D","D","101,026","7,651","2,026","366","1,619","995","15,042","11,644","285","6,346","13,607","41,445","Less than 10%","Less than 10%","10% to less than 20%"
"California","331221","Rolled Steel Shape Manufacturing","2022","11","11","2,964,018","173,444","41,958","1,880","136,876","33,244","1,501","3,161","36,568","8,714","379","89,533","37,323","D","30,915","D","1,455,991","1,309,979","D","D","D","56,620","427,565","0","0","1,515,271","667,336","128,854","131,650","406,832","569,129","170,664","97,084","301,381","1,154,774","152,013","1,002,761","D","D","D","D","D","38,750","D","0","D","1,190,268","152,323","1,037,945","104,359","5,022","1,847","3,175","62,731","7,290","1,832","187","1,556","679","11,692","10,782","95","5,498","11,833","11,287","Less than 10%","Less than 10%","Less than 10%"
"California","331222","Steel Wire Drawing","2022","16","16","325,474","36,131","9,245","538","19,891","5,100","375","765","16,240","4,145","163","9,099","4,466","D","D","D","188,508","176,355","D","D","D","D","48,337","0","0","140,769","61,217","27,429","6,976","26,812","66,672","30,668","7,540","28,464","180,827","36,110","144,717","D","D","D","D","D","2,881","D","D","D","162,320","33,783","128,537","10,835","2,261","D","D","38,295","361","194","179","63","316","3,350","862","190","848","1,774","30,158","50% to less than 60%","40% to less than 50%","40% to less than 50%"
"California","3313","Alumina and Aluminum Production and Processing","2022","25","29","1,517,221","156,341","37,840","2,085","119,670","28,999","1,664","3,588","36,671","8,841","421","49,003","19,549","809","3,605","25,040","1,066,521","959,063","D","19,675","D","21,375","168,641","0","0","446,474","213,543","106,017","12,240","95,286","242,250","101,863","12,168","128,219","491,596","117,394","374,202","D","D","18,143","988","545","16,610","D","D","D","465,806","115,860","349,946","28,047","10,817","6,751","4,066","60,167","1,712","574","349","661","496","16,227","7,220","223","4,607","3,179","24,919","10% to less than 20%","Less than 10%","Less than 10%"
"California","33131","Alumina and Aluminum Production and Processing","2022","25","29","1,517,221","156,341","37,840","2,085","119,670","28,999","1,664","3,588","36,671","8,841","421","49,003","19,549","809","3,605","25,040","1,066,521","959,063","D","19,675","D","21,375","168,641","0","0","446,474","213,543","106,017","12,240","95,286","242,250","101,863","12,168","128,219","491,596","117,394","374,202","D","D","18,143","988","545","16,610","D","D","D","465,806","115,860","349,946","28,047","10,817","6,751","4,066","60,167","1,712","574","349","661","496","16,227","7,220","223","4,607","3,179","24,919","10% to less than 20%","Less than 10%","Less than 10%"
"California","331314","Secondary Smelting and Alloying of Aluminum","2022","D","D","D","D","D","250 to 499 employees","D","D","D","D","D","D","D","D","D","0","D","D","D","D","D","D","D","D","D","0","0","D","D","55,532","D","D","D","56,827","D","D","D","D","D","D","D","D","D","D","5,035","D","0","D","D","D","D","D","D","D","D","D","D","176","D","D","D","D","D","D","2,504","D","D","D","D","D"
"California","331318","Other Aluminum Rolling, Drawing, and Extruding","2022","19","22","1,011,146","115,768","28,232","1,565","90,257","22,092","1,255","2,734","25,511","6,140","310","30,987","12,414","D","D","15,202","702,850","651,499","D","D","D","16,115","139,847","0","0","303,472","111,643","D","D","56,581","128,564","D","D","78,326","344,839","86,973","257,866","D","D","D","D","D","11,575","D","D","D","312,975","84,846","228,129","21,598","7,221","3,520","3,701","40,528","1,534","D","D","D","D","D","D","D","D","2,577","20,859","Less than 10%","Less than 10%","Less than 10%"
"California","3314","Nonferrous Metal (except Aluminum) Production and Processing","2022","48","49","1,889,003","153,214","37,801","1,961","106,255","25,720","1,535","3,119","46,959","12,081","426","41,743","18,804","1,630","4,260","17,049","1,262,539","1,189,328","D","15,750","D","19,428","127,260","0","0","644,247","178,893","52,497","62,726","63,670","208,685","53,766","79,240","75,679","541,173","147,698","393,475","39,814","10,034","29,780","768","744","28,268","16,216","8,567","7,649","564,771","149,165","415,606","32,412","9,477","8,021","1,456","131,194","4,002","939","664","424","2,313","15,195","6,724","433","23,050","6,594","70,856","20% to less than 30%","Less than 10%","10% to less than 20%"
"California","33141","Nonferrous Metal (except Aluminum) Smelting and Refining","2022","7","7","648,702","34,194","8,192","379","29,690","7,197","346","682","4,504","995","33","10,394","5,111","D","D","3,805","532,997","525,213","0","D","D","5,287","33,273","0","0","124,542","23,610","D","D","12,448","34,189","7,241","12,758","14,190","68,770","16,823","51,947","D","D","D","D","D","D","D","D","D","73,154","19,896","53,258","5,831","2,979","2,628","351","29,118","1,348","269","D","D","356","7,025","D","D","9,405","1,718","4,892","50% to less than 60%","Less than 10%","Less than 10%"
"California","331410","Nonferrous Metal (except Aluminum) Smelting and Refining","2022","7","7","648,702","34,194","8,192","379","29,690","7,197","346","682","4,504","995","33","10,394","5,111","D","D","3,805","532,997","525,213","0","D","D","5,287","33,273","0","0","124,542","23,610","D","D","12,448","34,189","7,241","12,758","14,190","68,770","16,823","51,947","D","D","D","D","D","D","D","D","D","73,154","19,896","53,258","5,831","2,979","2,628","351","29,118","1,348","269","D","D","356","7,025","D","D","9,405","1,718","4,892","50% to less than 60%","Less than 10%","Less than 10%"
"California","33142","Copper Rolling, Drawing, Extruding, and Alloying","2022","12","13","473,602","35,722","8,409","509","25,234","5,666","395","812","10,488","2,743","114","9,687","4,147","D","D","4,508","305,300","298,902","D","D","D","4,885","32,675","0","0","171,207","59,641","D","D","9,248","64,442","24,161","29,137","11,144","211,509","68,097","143,412","D","D","D","D","D","D","D","D","D","212,268","67,979","144,289","9,381","1,752","1,008","744","12,989","487","57","D","D","157","2,129","D","D","673","1,557","7,084","10% to less than 20%","20% to less than 30%","20% to less than 30%"
"California","331420","Copper Rolling, Drawing, Extruding, and Alloying","2022","12","13","473,602","35,722","8,409","509","25,234","5,666","395","812","10,488","2,743","114","9,687","4,147","D","D","4,508","305,300","298,902","D","D","D","4,885","32,675","0","0","171,207","59,641","D","D","9,248","64,442","24,161","29,137","11,144","211,509","68,097","143,412","D","D","D","D","D","D","D","D","D","212,268","67,979","144,289","9,381","1,752","1,008","744","12,989","487","57","D","D","157","2,129","D","D","673","1,557","7,084","10% to less than 20%","20% to less than 30%","20% to less than 30%"
"California","33149","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying","2022","29","29","766,699","83,298","21,200","1,073","51,331","12,857","794","1,625","31,967","8,343","279","21,662","9,546","D","D","8,736","424,242","365,213","D","14,149","D","9,256","61,312","0","0","348,498","95,642","23,473","30,195","41,974","110,054","22,364","37,345","50,345","260,894","62,778","198,116","30,083","6,465","23,618","696","701","22,221","11,628","D","D","279,349","61,290","218,059","17,200","4,746","4,385","361","89,087","2,167","613","458","410","1,800","6,041","2,258","169","12,972","3,319","58,880","Less than 10%","Less than 10%","10% to less than 20%"
"California","331491","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","2022","20","20","341,547","43,841","10,541","585","26,720","6,254","449","963","17,121","4,287","136","11,278","4,671","D","D","D","172,907","D","D","13,486","D","D","D","0","0","177,515","60,645","11,308","24,263","25,074","74,428","12,734","31,712","29,982","63,264","13,398","49,866","D","D","D","D","D","D","D","D","D","70,828","15,095","55,733","5,604","2,420","2,318","102","D","215","520","D","D","1,562","1,622","864","109","D","1,008","D","Less than 10%","Less than 10%","10% to less than 20%"
"California","331492","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","2022","9","9","425,152","39,457","10,659","488","24,611","6,603","345","662","14,846","4,056","143","10,384","4,875","D","D","D","251,335","D","D","663","2,973","D","D","0","0","170,983","34,997","12,165","5,932","16,900","35,626","9,630","5,633","20,363","197,630","49,380","148,250","D","D","D","D","D","D","D","D","D","208,521","46,195","162,326","11,596","2,326","2,067","259","D","1,952","93","D","D","238","4,419","1,394","60","D","2,311","D","Less than 10%","Less than 10%","10% to less than 20%"
